Row ID;Row Name;disableParam_NT;disableParamReserve1;disableParamReserve2;refId;sfxVariationId;weight;behaviorId;basicPrice;sellValue;sortId;qwcId;equipModelId;iconId;shopLv;trophySGradeId;trophySeqId;equipModelCategory;equipModelGender;accessoryCategory;refCategory;spEffectCategory;sortGroupId;vagrantItemLotId;vagrantBonusEneDropItemLotId;vagrantItemEneDropItemLotId;isDeposit;isEquipOutBrake;disableMultiDropShare;isDiscard;isDrop;showLogCondType;showDialogCondType;rarity;pad2;saleValue;accessoryGroup;pad3;compTrophySedId;residentSpEffectId1;residentSpEffectId2;residentSpEffectId3;residentSpEffectId4;pad1
2050;Ritual Sword Talisman;1;0;000000;320500;-1;0.9;0;0;500;406020;0;0;18280;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2050;00;-1;0;0;0;0;00000000;
2060;Spear Talisman;1;0;000000;320600;-1;0.5;0;0;500;402050;0;0;18290;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2060;00;-1;0;0;0;0;00000000;
2070;Hammer Talisman;1;0;000000;320700;-1;0.9;0;0;500;402040;0;0;18300;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2070;00;-1;0;0;0;0;00000000;
2080;Winged Sword Insignia;1;0;000000;320800;-1;1.4;0;0;500;406060;0;0;18310;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2080;00;-1;320801;320802;320803;0;00000000;
2081;Rotten Winged Sword Insignia;1;0;000000;320810;-1;1.4;0;0;500;406070;0;0;18311;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2080;00;-1;320811;320812;320813;0;00000000;
2090;Dagger Talisman;1;0;000000;320900;-1;1.1;0;0;500;402000;0;0;18320;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2090;00;-1;0;0;0;0;00000000;
2100;Arrow's Reach Talisman;1;0;000000;321000;-1;0.7;0;0;500;402100;0;0;18330;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2100;00;-1;0;0;0;0;00000000;
2110;Blue Dancer Charm;1;0;000000;321100;-1;0.9;0;0;500;405010;0;0;18350;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2110;00;-1;0;0;0;0;00000000;
2120;Twinblade Talisman;1;0;000000;321200;-1;0.7;0;0;500;402020;0;0;18360;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2120;00;-1;0;0;0;0;00000000;
2130;Axe Talisman;1;0;000000;321300;-1;0.8;0;0;500;402030;0;0;18370;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2130;00;-1;0;0;0;0;00000000;
2140;Lance Talisman;1;0;000000;321400;-1;0.7;0;0;500;402060;0;0;18380;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2140;00;-1;0;0;0;0;00000000;
2150;Arrow's Sting Talisman;1;0;000000;321500;-1;0.7;0;0;500;402090;0;0;18340;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2150;00;-1;0;0;0;0;00000000;
2160;Lord of Blood's Exultation;1;0;000000;321600;-1;0.9;0;0;500;406110;0;0;18390;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2160;00;-1;0;0;0;0;00000000;
2170;Kindred of Rot's Exultation;1;0;000000;321700;-1;0.9;0;0;500;406100;0;0;18400;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2170;00;-1;0;0;0;0;00000000;
2180;Claw Talisman;1;0;000000;321800;-1;0.7;0;0;500;402070;0;0;18800;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2180;00;-1;0;0;0;0;00000000;
2190;Roar Medallion;1;0;000000;321900;-1;0.7;0;0;500;404000;0;0;18810;-1;-1;-1;0;0;0;2;0;50;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2190;00;-1;0;0;0;0;00000000;
2200;Curved Sword Talisman;0;0;000000;322000;-1;0.7;0;0;500;402010;0;0;18820;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2200;00;-1;0;0;0;0;00000000;
2210;Companion Jar;1;0;000000;322100;-1;0.6;0;0;500;404010;0;0;18830;-1;-1;-1;0;0;0;2;0;50;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2210;00;-1;0;0;0;0;00000000;
2220;Perfumer's Talisman;1;0;000000;322200;-1;0.6;0;0;500;404020;0;0;18840;-1;-1;-1;0;0;0;2;0;50;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;2220;00;-1;0;0;0;0;00000000;
3000;Graven-School Talisman;1;0;000000;330000;-1;0.7;0;0;1000;403000;0;0;18410;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;3000;00;-1;0;0;0;0;00000000;
3001;Graven-Mass Talisman;1;0;000000;330010;-1;1;0;0;2000;403010;0;0;18411;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;3001;00;-1;0;0;0;0;00000000;
3040;Faithful's Canvas Talisman;1;0;000000;330400;-1;0.7;0;0;1000;403020;0;0;18440;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;3040;00;-1;0;0;0;0;00000000;
3050;Flock's Canvas Talisman;1;0;000000;330500;-1;1;0;0;2000;403030;0;0;18450;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;3050;00;-1;0;0;0;0;00000000;
3060;Old Lord's Talisman;1;0;000000;330600;-1;0.5;0;0;1000;403060;0;0;18460;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;1;0;0;1;1;1;2;3;0000;0;3060;00;17;0;0;0;0;00000000;
3070;Radagon Icon;1;0;000000;330700;-1;0.7;0;0;1000;403070;0;0;18470;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;1;0;0;1;1;1;2;3;0000;0;3070;00;17;0;0;0;0;00000000;
3080;Primal Glintstone Blade;1;0;000000;330800;-1;0.6;0;0;2000;403040;0;0;18480;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;3080;00;-1;0;0;0;0;00000000;
3090;Godfrey Icon;1;0;000000;330900;-1;0.8;0;0;1000;404060;0;0;18860;-1;-1;-1;0;0;0;2;0;50;-1;-1;-1;1;0;0;1;1;1;2;3;0000;0;3090;00;17;0;0;0;0;00000000;
4000;Dragoncrest Shield Talisman;1;0;000000;340000;-1;0.8;0;0;100;401000;0;0;18490;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4000;00;-1;0;0;0;0;00000000;
4001;Dragoncrest Shield Talisman +1;1;0;000000;340010;-1;0.8;0;0;500;401010;0;0;18491;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4000;00;-1;0;0;0;0;00000000;
4002;Dragoncrest Shield Talisman +2;1;0;000000;340020;-1;0.8;0;0;1000;401020;0;0;18492;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4000;00;-1;0;0;0;0;00000000;
4003;Dragoncrest Greatshield Talisman;1;0;000000;340030;-1;0.8;0;0;2000;401030;0;0;18493;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;3;0000;0;4000;00;17;0;0;0;0;00000000;
4010;Spelldrake Talisman;1;0;000000;340100;-1;0.6;0;0;100;401040;0;0;18500;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4010;00;-1;0;0;0;0;00000000;
4011;Spelldrake Talisman +1;1;0;000000;340110;-1;0.6;0;0;500;401050;0;0;18501;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4010;00;-1;0;0;0;0;00000000;
4012;Spelldrake Talisman +2;1;0;000000;340120;-1;0.6;0;0;1000;401060;0;0;18502;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4010;00;-1;0;0;0;0;00000000;
4020;Flamedrake Talisman;1;0;000000;340200;-1;0.6;0;0;100;401070;0;0;18510;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4020;00;-1;0;0;0;0;00000000;
4021;Flamedrake Talisman +1;1;0;000000;340210;-1;0.6;0;0;500;401080;0;0;18511;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4020;00;-1;0;0;0;0;00000000;
4022;Flamedrake Talisman +2;1;0;000000;340220;-1;0.6;0;0;1000;401090;0;0;18512;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4020;00;-1;0;0;0;0;00000000;
4030;Boltdrake Talisman;1;0;000000;340300;-1;0.6;0;0;100;401100;0;0;18520;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4030;00;-1;0;0;0;0;00000000;
4031;Boltdrake Talisman +1;1;0;000000;340310;-1;0.6;0;0;500;401110;0;0;18521;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4030;00;-1;0;0;0;0;00000000;
4032;Boltdrake Talisman +2;1;0;000000;340320;-1;0.6;0;0;1000;401120;0;0;18522;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4030;00;-1;0;0;0;0;00000000;
4040;Haligdrake Talisman;1;0;000000;340400;-1;0.6;0;0;100;401130;0;0;18530;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4040;00;-1;0;0;0;0;00000000;
4041;Haligdrake Talisman +1;1;0;000000;340410;-1;0.6;0;0;500;401140;0;0;18531;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4040;00;-1;0;0;0;0;00000000;
4042;Haligdrake Talisman +2;1;0;000000;340420;-1;0.6;0;0;1000;401150;0;0;18532;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4040;00;-1;0;0;0;0;00000000;
4050;Pearldrake Talisman;1;0;000000;340500;-1;0.9;0;0;100;401160;0;0;18540;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4050;00;-1;0;0;0;0;00000000;
4051;Pearldrake Talisman +1;1;0;000000;340510;-1;0.9;0;0;500;401170;0;0;18541;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4050;00;-1;0;0;0;0;00000000;
4052;Pearldrake Talisman +2;1;0;000000;340520;-1;0.9;0;0;1000;401180;0;0;18542;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4050;00;-1;0;0;0;0;00000000;
4060;Crucible Scale Talisman;1;0;000000;340600;-1;1.1;0;0;500;405060;0;0;18550;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4060;00;-1;0;0;0;0;00000000;
4070;Crucible Feather Talisman;1;0;000000;340700;-1;0.8;0;0;1000;405070;0;0;18560;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4070;00;-1;0;0;0;0;00000000;
4080;Blue-Feathered Branchsword;1;0;000000;340800;-1;1.1;0;0;500;406010;0;0;18570;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4080;00;-1;0;0;0;0;00000000;
4090;Ritual Shield Talisman;1;0;000000;340900;-1;0.9;0;0;500;406030;0;0;18580;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4090;00;-1;0;0;0;0;00000000;
4100;Greatshield Talisman;1;0;000000;341000;-1;0.9;0;0;500;402080;0;0;18590;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4100;00;-1;0;0;0;0;00000000;
4110;Crucible Knot Talisman;1;0;000000;341100;-1;0.5;0;0;500;405080;0;0;18600;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;4110;00;-1;0;0;0;0;00000000;
5000;Crimson Seed Talisman;1;0;000000;350000;-1;0.8;0;0;1000;400030;0;0;18610;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;5000;00;-1;0;0;0;0;00000000;
5010;Cerulean Seed Talisman;1;0;000000;350100;-1;0.8;0;0;1000;400080;0;0;18620;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;5010;00;-1;0;0;0;0;00000000;
5020;Blessed Dew Talisman;1;0;000000;350200;-1;0.6;0;0;1000;400040;0;0;18630;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;5020;00;-1;0;0;0;0;00000000;
5030;Taker's Cameo;1;0;000000;350300;-1;1;0;0;1000;406120;0;0;18640;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;5030;00;-1;0;0;0;0;00000000;
5040;Godskin Swaddling Cloth;1;0;000000;350400;-1;0.9;0;0;1000;406090;0;0;18650;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;5040;00;-1;0;0;0;0;00000000;
5050;Assassin's Crimson Dagger;1;0;000000;350500;-1;0.8;0;0;1500;406040;0;0;18660;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;5050;00;-1;0;0;0;0;00000000;
5060;Assassin's Cerulean Dagger;1;0;000000;350600;-1;0.8;0;0;1500;406050;0;0;18670;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;5060;00;-1;0;0;0;0;00000000;
6000;Crepus's Vial;1;0;000000;360000;-1;0.7;0;0;500;407000;0;0;18680;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;6000;00;-1;0;0;0;0;00000000;
6010;Concealing Veil;1;0;000000;360100;-1;0.9;0;0;500;407010;0;0;18690;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;6010;00;-1;0;0;0;0;00000000;
6020;Carian Filigreed Crest;1;0;000000;360200;-1;0.8;0;0;1000;404030;0;0;18700;-1;-1;-1;0;0;0;2;0;50;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;6020;00;-1;0;0;0;0;00000000;
6040;Longtail Cat Talisman;1;0;000000;360400;-1;0.6;0;0;500;407020;0;0;18720;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;6040;00;-1;0;0;0;0;00000000;
6050;Shabriri's Woe;1;0;000000;360500;-1;0.6;0;0;500;407050;0;0;18730;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;6050;00;-1;0;0;0;0;00000000;
6060;Daedicar's Woe;1;0;000000;360600;-1;0.8;0;0;500;407060;0;0;18740;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;1;0;0;1;1;1;2;2;0000;0;6060;00;-1;0;0;0;0;00000000;
